,Stats/Mixed return,Stats/Suboptimal return,Stats/Expert return,Stats/Cede Control,Stats/Novel,Stats/Risky
0,8761.1318359375,4892.22998046875,8813.828125,1.0,0.03200000151991844,1.0
500,8724.52734375,5139.87646484375,8813.828125,1.0,0.024000000208616257,1.0
1000,8771.5078125,5627.35693359375,8813.828125,1.0,0.024000000208616257,1.0
1500,8722.2744140625,5516.798828125,8813.828125,1.0,0.03200000151991844,1.0
2000,8802.8359375,5971.62744140625,8813.828125,1.0,0.01899999938905239,1.0
2500,8812.921875,6001.23583984375,8813.828125,1.0,0.02800000086426735,1.0
3000,8902.357421875,5931.5849609375,8813.828125,1.0,0.014000000432133675,1.0
3500,8719.96484375,6214.42578125,8813.828125,1.0,0.03099999949336052,1.0
4000,8818.6259765625,6315.53564453125,8813.828125,1.0,0.03400000184774399,1.0
4500,8801.6591796875,6324.9384765625,8813.828125,1.0,0.02500000037252903,1.0
5000,8732.8623046875,6405.87451171875,8813.828125,1.0,0.026000000536441803,1.0
5500,8785.6611328125,6190.3544921875,8813.828125,1.0,0.03500000014901161,1.0
6000,8874.8603515625,6316.25537109375,8813.828125,1.0,0.014999999664723873,1.0
6500,8849.1650390625,6771.552734375,8813.828125,1.0,0.020999999716877937,1.0
7000,8822.0263671875,6606.267578125,8813.828125,1.0,0.02199999988079071,1.0
7500,8706.572265625,6542.9873046875,8813.828125,1.0,0.017000000923871994,1.0
8000,8864.5947265625,6681.19287109375,8813.828125,1.0,0.01600000075995922,1.0
8500,8819.341796875,6612.45654296875,8813.828125,1.0,0.026000000536441803,1.0
9000,8788.5712890625,6705.89404296875,8813.828125,1.0,0.024000000208616257,1.0
9500,8860.2578125,6475.13134765625,8813.828125,1.0,0.01600000075995922,1.0
10000,8798.15625,6833.13623046875,8813.828125,1.0,0.020999999716877937,1.0
10500,8788.412109375,6811.40478515625,8813.828125,1.0,0.023000000044703484,0.9869999885559082
11000,8779.330078125,6755.6630859375,8813.828125,1.0,0.03200000151991844,0.8730000257492065
11500,8784.9892578125,6772.55615234375,8813.828125,1.0,0.023000000044703484,0.48500001430511475
12000,8760.7470703125,6851.74267578125,8813.828125,0.9990000128746033,0.02800000086426735,0.11500000208616257
12500,8721.1005859375,6861.64599609375,8813.828125,1.0,0.024000000208616257,0.017999999225139618
13000,8814.14453125,6963.5986328125,8813.828125,1.0,0.026000000536441803,0.0010000000474974513
13500,8834.8310546875,6833.4208984375,8813.828125,1.0,0.02199999988079071,0.0020000000949949026
14000,8788.75,6876.53125,8813.828125,1.0,0.023000000044703484,0.0
14500,8806.4736328125,6892.107421875,8813.828125,0.9990000128746033,0.027000000700354576,0.0
15000,8732.0205078125,6105.94921875,8813.828125,0.9990000128746033,0.029999999329447746,0.0
15500,8830.2333984375,7019.04150390625,8813.828125,1.0,0.03700000047683716,0.0
16000,8842.9267578125,6709.08935546875,8813.828125,1.0,0.012000000104308128,0.0
16500,8706.3037109375,6734.2734375,8813.828125,0.996999979019165,0.01600000075995922,0.0
17000,8733.763671875,7051.8017578125,8813.828125,1.0,0.020999999716877937,0.0
17500,8796.345703125,6810.544921875,8813.828125,0.9990000128746033,0.026000000536441803,0.0
18000,8834.841796875,6849.38818359375,8813.828125,1.0,0.024000000208616257,0.0
18500,8818.34765625,6553.9072265625,8813.828125,1.0,0.02199999988079071,0.0
19000,8883.4326171875,6886.74560546875,8813.828125,0.9990000128746033,0.02500000037252903,0.0
19500,8795.3720703125,6898.5595703125,8813.828125,1.0,0.032999999821186066,0.0
20000,8859.9287109375,6754.2705078125,8813.828125,1.0,0.024000000208616257,0.0
20500,8764.9287109375,6865.16455078125,8813.828125,1.0,0.020999999716877937,0.0
21000,8807.0126953125,6576.50927734375,8813.828125,1.0,0.026000000536441803,0.0
21500,8824.884765625,7094.6875,8813.828125,0.9990000128746033,0.03700000047683716,0.0
22000,8797.087890625,6630.4150390625,8813.828125,0.9980000257492065,0.014999999664723873,0.0
22500,8706.0380859375,6823.8720703125,8813.828125,1.0,0.026000000536441803,0.0
23000,8718.5830078125,6821.5810546875,8813.828125,0.9959999918937683,0.03099999949336052,0.0
23500,8763.8310546875,6769.09130859375,8813.828125,0.996999979019165,0.029999999329447746,0.0
24000,8781.5693359375,6695.43115234375,8813.828125,0.9990000128746033,0.035999998450279236,0.0
24500,8808.771484375,6825.71826171875,8813.828125,1.0,0.014000000432133675,0.0
25000,8868.9404296875,6813.4267578125,8813.828125,0.9990000128746033,0.020999999716877937,0.0
25500,8680.6484375,7010.79541015625,8813.828125,1.0,0.02500000037252903,0.0
26000,8818.001953125,7091.03271484375,8813.828125,0.9980000257492065,0.03099999949336052,0.0
26500,8825.607421875,2141.270263671875,8813.828125,0.9980000257492065,0.020999999716877937,0.0
27000,8828.1982421875,7111.04638671875,8813.828125,0.996999979019165,0.026000000536441803,0.0
27500,8767.767578125,6997.98681640625,8813.828125,0.9980000257492065,0.017000000923871994,0.0
28000,8745.1962890625,7069.9921875,8813.828125,0.9940000176429749,0.03999999910593033,0.0
28500,8815.7919921875,6842.79443359375,8813.828125,0.996999979019165,0.026000000536441803,0.0
29000,8803.70703125,6957.7744140625,8813.828125,0.996999979019165,0.02199999988079071,0.0
29500,8885.7158203125,7145.10986328125,8813.828125,0.9980000257492065,0.014999999664723873,0.0
30000,8767.0810546875,6971.38671875,8813.828125,0.9950000047683716,0.028999999165534973,0.0
30500,8753.9658203125,7030.3427734375,8813.828125,0.996999979019165,0.02199999988079071,0.0
31000,8794.154296875,7094.46826171875,8813.828125,0.9929999709129333,0.02199999988079071,0.0
31500,8812.044921875,6774.8466796875,8813.828125,0.9959999918937683,0.026000000536441803,0.0
32000,8686.6572265625,6923.67138671875,8813.828125,0.9879999756813049,0.02500000037252903,0.0
32500,8809.48828125,7088.26953125,8813.828125,0.9860000014305115,0.028999999165534973,0.0
33000,8780.6259765625,7052.7529296875,8813.828125,0.9950000047683716,0.029999999329447746,0.0
33500,8816.275390625,6971.35107421875,8813.828125,0.9929999709129333,0.026000000536441803,0.0
34000,8669.361328125,6922.3720703125,8813.828125,0.9890000224113464,0.028999999165534973,0.0
34500,8704.8359375,6855.69775390625,8813.828125,0.9929999709129333,0.017999999225139618,0.0
35000,8704.5087890625,6832.90966796875,8813.828125,0.9909999966621399,0.023000000044703484,0.0
35500,8728.2978515625,6970.6396484375,8813.828125,0.9860000014305115,0.03200000151991844,0.0
36000,8748.111328125,6950.95068359375,8813.828125,0.9900000095367432,0.03799999877810478,0.0
36500,8737.9150390625,1130.846435546875,8813.828125,0.9919999837875366,0.023000000044703484,0.0
37000,8808.6875,7123.28515625,8813.828125,0.9909999966621399,0.03200000151991844,0.0
37500,8765.4111328125,6738.2763671875,8813.828125,0.9860000014305115,0.024000000208616257,0.0
38000,8869.02734375,6544.08984375,8813.828125,0.9869999885559082,0.027000000700354576,0.0
38500,8747.201171875,6763.36181640625,8813.828125,0.9919999837875366,0.02199999988079071,0.0
39000,8723.2978515625,3840.313232421875,8813.828125,0.9810000061988831,0.029999999329447746,0.0
39500,8734.2666015625,7024.21533203125,8813.828125,0.9869999885559082,0.03700000047683716,0.0
40000,8738.357421875,-408.21929931640625,8813.828125,0.9919999837875366,0.024000000208616257,0.0
40500,8825.896484375,6738.7744140625,8813.828125,0.9879999756813049,0.027000000700354576,0.0
41000,8720.2724609375,6723.32080078125,8813.828125,0.9779999852180481,0.026000000536441803,0.0
