,Stats/Percentile 10,Stats/Base Percentile 10,Stats/Expert Percentile 10,Stats/Cede Control,Stats/Novel,Stats/Risky
0,-25.70556640625,-36.9764518737793,-25.86574363708496,0.9803801774978638,0.17527662217617035,0.8229318261146545
500,-25.71055030822754,-32.4229736328125,-25.86574363708496,0.9172844290733337,0.18638095259666443,0.5254923105239868
1000,-25.710281372070312,-34.73918151855469,-25.86574363708496,0.8977388143539429,0.1910814493894577,0.45388367772102356
1500,-25.714590072631836,-32.429622650146484,-25.86574363708496,0.8804696202278137,0.18371033668518066,0.40665239095687866
2000,-25.83498191833496,-29.02465057373047,-25.86574363708496,0.8374202251434326,0.18850883841514587,0.3334014415740967
2500,-25.70392608642578,-28.59456443786621,-25.86574363708496,0.8262764811515808,0.1829303801059723,0.337289035320282
3000,-25.605560302734375,-51.95857238769531,-25.86574363708496,0.8352192044258118,0.15924908220767975,0.35716840624809265
3500,-25.680404663085938,-1549.507568359375,-25.86574363708496,0.7788050174713135,0.15121404826641083,0.282240092754364
4000,-25.714637756347656,-1542.3585205078125,-25.86574363708496,0.7627567052841187,0.13632149994373322,0.2651609778404236
4500,-25.589841842651367,-1526.25634765625,-25.86574363708496,0.7691814303398132,0.15630857646465302,0.2994295060634613
5000,-25.843801498413086,-26.892574310302734,-25.86574363708496,0.6910613179206848,0.1294194757938385,0.11391352117061615
5500,-25.595508575439453,-26.44001579284668,-25.86574363708496,0.7067678570747375,0.14021174609661102,0.18354451656341553
6000,-25.617210388183594,-31.622386932373047,-25.86574363708496,0.6495937705039978,0.11799494922161102,0.09700328856706619
6500,-25.635101318359375,-30.86164665222168,-25.86574363708496,0.641960859298706,0.1207146942615509,0.08552224189043045
7000,-25.823471069335938,-30.604232788085938,-25.86574363708496,0.6128901839256287,0.13301455974578857,0.041869647800922394
7500,-25.55240249633789,-25.29326820373535,-25.86574363708496,0.6387070417404175,0.11561568081378937,0.11744459718465805
8000,-25.67083168029785,-25.54621124267578,-25.86574363708496,0.5509542226791382,0.09951593726873398,0.03382590040564537
8500,-25.701133728027344,-25.80323028564453,-25.86574363708496,0.6203829050064087,0.11325223743915558,0.1577908992767334
9000,-25.57861328125,-30.504850387573242,-25.86574363708496,0.5534316897392273,0.08920516818761826,0.0765695869922638
9500,-25.686491012573242,-25.596044540405273,-25.86574363708496,0.5756809711456299,0.08717191219329834,0.13098549842834473
10000,-25.422731399536133,-33.65556335449219,-25.86574363708496,0.5404595732688904,0.08144228160381317,0.09353241324424744
10500,-25.530900955200195,-25.716718673706055,-25.86574363708496,0.5191094279289246,0.08732108771800995,0.06424600630998611
11000,-25.62438201904297,-25.32048797607422,-25.86574363708496,0.5401208996772766,0.07731664180755615,0.12658341228961945
11500,-30.583587646484375,-26.8621768951416,-25.86574363708496,0.4337031841278076,0.06540639698505402,0.04002595320343971
12000,-25.734193801879883,-25.374605178833008,-25.86574363708496,0.4674360156059265,0.08673356473445892,0.024709125980734825
12500,-25.30380630493164,-30.32294464111328,-25.86574363708496,0.42527836561203003,0.059237293899059296,0.020048832520842552
13000,-25.38938331604004,-25.559690475463867,-25.86574363708496,0.45828741788864136,0.06689012050628662,0.08255407214164734
13500,-25.100940704345703,-25.37242317199707,-25.86574363708496,0.39234814047813416,0.06521964073181152,0.00041666667675599456
14000,-25.956037521362305,-25.900306701660156,-25.86574363708496,0.43270593881607056,0.0675879642367363,0.06800637394189835
14500,-25.76219940185547,-24.95458984375,-25.86574363708496,0.41285547614097595,0.05788576975464821,0.06309467554092407
15000,-25.22354507446289,-25.17168426513672,-25.86574363708496,0.4001091718673706,0.06833802908658981,0.03387458622455597
15500,-25.28122901916504,-24.712385177612305,-25.86574363708496,0.3631048798561096,0.06683585047721863,0.020792724564671516
16000,-24.807405471801758,-27.16565704345703,-25.86574363708496,0.3774704933166504,0.0499446727335453,0.06450706720352173
16500,-25.537899017333984,-25.466766357421875,-25.86574363708496,0.39242711663246155,0.04577222093939781,0.07320982962846756
17000,-25.672260284423828,-25.10208511352539,-25.86574363708496,0.38278067111968994,0.048351678997278214,0.08066236227750778
17500,-25.29718589782715,-24.98713493347168,-25.86574363708496,0.32916346192359924,0.06130608543753624,0.0019632831681519747
18000,-25.164024353027344,-25.201000213623047,-25.86574363708496,0.3859670162200928,0.04863330349326134,0.0982731282711029
18500,-25.52803611755371,-25.35468292236328,-25.86574363708496,0.2954922020435333,0.05334530025720596,0.00041666667675599456
19000,-25.297449111938477,-25.115474700927734,-25.86574363708496,0.3290209472179413,0.04568466544151306,0.04652813449501991
19500,-25.251842498779297,-25.126848220825195,-25.86574363708496,0.3282659947872162,0.05108201131224632,0.06735212355852127
20000,-25.198150634765625,-25.381528854370117,-25.86574363708496,0.2475288212299347,0.03831873834133148,0.0
20500,-25.298097610473633,-25.066761016845703,-25.86574363708496,0.259353369474411,0.04745405167341232,0.00039999998989515007
21000,-25.16326141357422,-27.183549880981445,-25.86574363708496,0.23947781324386597,0.04469895362854004,0.0
21500,-25.180740356445312,-25.032487869262695,-25.86574363708496,0.2456413358449936,0.04291817918419838,0.001036967383697629
22000,-25.0492000579834,-24.889610290527344,-25.86574363708496,0.24882258474826813,0.04567752033472061,0.00041666667675599456
22500,-27.52589988708496,-24.907550811767578,-25.86574363708496,0.23861093819141388,0.04824531450867653,0.0009347826126031578
23000,-25.148712158203125,-26.357473373413086,-25.86574363708496,0.27340754866600037,0.047791652381420135,0.05331283435225487
23500,-25.182987213134766,-24.986244201660156,-25.86574363708496,0.21943922340869904,0.04134390503168106,0.0016119529027491808
24000,-25.812171936035156,-25.565563201904297,-25.86574363708496,0.2091568410396576,0.04055599495768547,0.00025641024694778025
24500,-25.389760971069336,-25.267261505126953,-25.86574363708496,0.2090936005115509,0.04310256615281105,0.0003571428533177823
25000,-24.62336540222168,-24.561847686767578,-25.86574363708496,0.2186996191740036,0.026039574295282364,0.03759540617465973
25500,-25.232196807861328,-24.946971893310547,-25.86574363708496,0.19921879470348358,0.046726781874895096,0.0007177033694460988
26000,-25.083690643310547,-25.0028133392334,-25.86574363708496,0.21661463379859924,0.04292960837483406,0.03165922313928604
26500,-25.215900421142578,-25.963930130004883,-25.86574363708496,0.2027273178100586,0.05907294154167175,0.0
27000,-25.632022857666016,-25.01140594482422,-25.86574363708496,0.21580281853675842,0.04389306530356407,0.037605978548526764
27500,-24.937562942504883,-25.254514694213867,-25.86574363708496,0.2093123346567154,0.03741477057337761,0.04011336714029312
28000,-24.97303009033203,-25.717622756958008,-25.86574363708496,0.1955765187740326,0.036735787987709045,0.03368914872407913
28500,-25.209251403808594,-25.041698455810547,-25.86574363708496,0.2218342423439026,0.05336518585681915,0.06212669610977173
29000,-24.890336990356445,-30.297914505004883,-25.86574363708496,0.19757722318172455,0.04042244702577591,0.03190796077251434
29500,-25.0183162689209,-24.840423583984375,-25.86574363708496,0.1815890520811081,0.0369219072163105,0.018900904804468155
30000,-30.549394607543945,-27.74442481994629,-25.86574363708496,0.19745521247386932,0.045850880444049835,0.04150339588522911
30500,-25.108299255371094,-25.53934669494629,-25.86574363708496,0.15064434707164764,0.03647850453853607,0.0
31000,-25.436038970947266,-25.064754486083984,-25.86574363708496,0.17861689627170563,0.03868146613240242,0.03819121792912483
31500,-25.568801879882812,-25.1275691986084,-25.86574363708496,0.1645679920911789,0.03237012028694153,0.02160320244729519
32000,-30.995389938354492,-30.302452087402344,-25.86574363708496,0.1461838036775589,0.028644289821386337,0.010502993129193783
32500,-24.75346565246582,-24.650529861450195,-25.86574363708496,0.13071715831756592,0.038513775914907455,0.0
33000,-31.02029037475586,-30.038591384887695,-25.86574363708496,0.13279561698436737,0.02755894511938095,0.00027777778450399637
33500,-25.245502471923828,-24.732858657836914,-25.86574363708496,0.12185974419116974,0.03328074514865875,0.002228488912805915
34000,-24.913043975830078,-30.186174392700195,-25.86574363708496,0.12758949398994446,0.03826510161161423,0.0
34500,-25.29158592224121,-25.14942741394043,-25.86574363708496,0.14206790924072266,0.05064188316464424,0.010800315998494625
35000,-25.45160675048828,-25.309282302856445,-25.86574363708496,0.12512266635894775,0.028429502621293068,0.0
35500,-24.980926513671875,-24.8027400970459,-25.86574363708496,0.15103968977928162,0.0421588197350502,0.023171555250883102
36000,-25.116512298583984,-25.260210037231445,-25.86574363708496,0.14535728096961975,0.03242287412285805,0.03617207705974579
36500,-25.137907028198242,-25.034669876098633,-25.86574363708496,0.1145164966583252,0.03287762776017189,0.0056570423766970634
37000,-25.209583282470703,-25.133092880249023,-25.86574363708496,0.15159839391708374,0.043661970645189285,0.034490954130887985
37500,-24.802335739135742,-24.686429977416992,-25.86574363708496,0.11450813710689545,0.02957727760076523,0.0
38000,-24.86264419555664,-25.260557174682617,-25.86574363708496,0.11841081082820892,0.03745903819799423,0.00561818853020668
38500,-25.02723503112793,-24.942792892456055,-25.86574363708496,0.11338631808757782,0.02399991638958454,0.014123517088592052
39000,-24.96158790588379,-25.47658920288086,-25.86574363708496,0.12522371113300323,0.029148288071155548,0.03345949575304985
39500,-25.26441764831543,-24.970714569091797,-25.86574363708496,0.10472160577774048,0.032651882618665695,0.0029321140609681606
