Wall time,Step,Value
1706564088.8164158,28000,7031.3408203125
1706564196.2390862,28500,7069.7685546875
1706564310.2576182,29000,7039.41357421875
1706564418.9017446,29500,7052.1025390625
1706564524.540726,30000,6995.216796875
1706564630.574725,30500,6920.939453125
1706564738.526751,31000,6935.44189453125
1706564846.519899,31500,6461.5380859375
1706564955.7342622,32000,7086.19677734375
1706565063.1420624,32500,6961.548828125
1706565170.3190353,33000,6735.5126953125
1706565276.1126297,33500,6684.06494140625
1706565383.0276918,34000,6977.615234375
1706565489.4202507,34500,7054.73388671875
1706565596.638496,35000,6781.470703125
1706565703.1255157,35500,6800.6875
1706565811.124319,36000,6813.68017578125
1706565919.2671032,36500,4225.42578125
1706566027.273452,37000,6303.306640625
1706566135.3470168,37500,6810.6455078125
1706566244.3601255,38000,6937.7509765625
1706566352.4144945,38500,6664.9013671875
1706566460.3041108,39000,6946.5185546875
1706566567.082433,39500,6898.880859375
1706566674.7460384,40000,4466.44921875
1706566782.5061612,40500,6742.359375
1706566890.6616933,41000,6901.755859375
1706566999.8789992,41500,6422.04638671875
1706567113.039757,42000,6751.4619140625
1706567218.9160717,42500,7090.8251953125
1706567324.2473087,43000,5635.00390625
1706567429.9935422,43500,6957.03857421875
1706567537.0242827,44000,6783.1298828125
1706567649.2558694,44500,6967.43212890625
1706567758.7190034,45000,6755.84765625
1706567863.9917505,45500,6690.23779296875
1706567970.795662,46000,6805.87451171875
1706568077.0300846,46500,6730.6552734375
1706568184.7466612,47000,6726.84423828125
1706568292.6400087,47500,6639.27099609375
1706568401.074404,48000,6902.47900390625
1706568510.112888,48500,6772.568359375
1706568617.7352123,49000,6811.5205078125
1706568725.85719,49500,6659.58447265625
1706568833.7189665,50000,6754.16015625
1706568941.3906178,50500,3614.13427734375
1706569050.9469383,51000,3700.757080078125
1706569159.548143,51500,-72.91264343261719
1706569267.8908384,52000,6669.1494140625
1706569375.4638152,52500,6636.94140625
1706569486.0478148,53000,6639.67822265625
1706569595.4165637,53500,6744.1318359375
1706569703.3644276,54000,6914.001953125
1706569810.5483575,54500,6678.875
1706569918.7945092,55000,1758.634033203125
1706570026.802534,55500,23.61980438232422
1706570135.676751,56000,4659.59912109375
1706570243.3029594,56500,6641.6162109375
1706570351.87123,57000,6727.345703125
1706570459.6560256,57500,7044.40283203125
1706570567.7175238,58000,3314.47119140625
1706570674.5822783,58500,6928.67626953125
1706570784.126164,59000,6600.572265625
1706570892.2558131,59500,2456.604736328125
1706571001.350418,60000,4557.84521484375
1706571109.5230825,60500,6453.240234375
1706571218.6505978,61000,5944.966796875
1706571327.402679,61500,6731.87890625
1706571436.688107,62000,6049.26171875
1706571545.2975357,62500,6737.31982421875
1706571652.0690978,63000,6886.3046875
1706571759.6491055,63500,1733.905517578125
1706571868.2462952,64000,5421.52197265625
1706571975.92323,64500,7120.97021484375
1706572083.906321,65000,6794.37841796875
1706572192.4305491,65500,3044.107177734375
1706572300.8863454,66000,6811.24072265625
1706572409.3285515,66500,1848.3165283203125
1706572520.8273635,67000,6954.41015625
1706572628.2555351,67500,2856.370849609375
1706572736.0051208,68000,6419.20556640625
1706572844.0860088,68500,6602.54443359375
1706572952.6283,69000,6692.583984375
1706573059.7910945,69500,6526.42138671875
1706573167.9738572,70000,6890.8134765625
1706573276.500688,70500,6807.97802734375
1706573388.8590407,71000,6761.7333984375
1706573496.75669,71500,6591.662109375
1706573605.3900685,72000,5353.8095703125
1706573713.313441,72500,6866.689453125
1706573822.478316,73000,4918.98388671875
1706573930.5814288,73500,6852.3232421875
1706574038.1901867,74000,7061.99609375
1706574145.8508294,74500,6653.5263671875
1706574254.1391504,75000,6958.79736328125
1706574361.8697288,75500,6731.9091796875
1706574471.1192064,76000,-72.25370025634766
1706574580.6167598,76500,4991.47509765625
1706574691.6429057,77000,6643.326171875
1706574799.0278852,77500,6428.4453125
1706574906.729252,78000,6835.359375
1706575014.6388862,78500,6914.7880859375
1706575124.469257,79000,6827.919921875
1706575233.2605944,79500,3502.75146484375
1706575342.504864,80000,6800.9267578125
1706575450.9785209,80500,2617.101318359375
1706575558.923494,81000,1106.8927001953125
1706575666.9829464,81500,6641.77294921875
1706575775.958703,82000,6567.6962890625
1706575883.1318626,82500,1224.6138916015625
1706575991.3347251,83000,6812.884765625
1706576098.9866009,83500,6829.9951171875
1706576207.379599,84000,6743.33203125
1706576315.8010643,84500,3138.836669921875
1706576424.345297,85000,6320.7978515625
1706576531.9897406,85500,6200.8408203125
1706576640.4101691,86000,6032.984375
1706576748.9473996,86500,5725.4833984375
1706576857.1206045,87000,6560.3994140625
1706576964.6792045,87500,4397.3046875
1706577073.932007,88000,3075.998046875
1706577181.94602,88500,511.8304443359375
1706577291.0153751,89000,2134.708984375
1706577399.2234347,89500,2583.549072265625
1706577507.3403003,90000,6564.62939453125
1706577615.1340294,90500,2966.010986328125
1706577722.8292139,91000,2217.4306640625
1706577830.6895006,91500,6660.525390625
1706577939.737653,92000,3201.956298828125
1706578048.3796983,92500,3622.46875
1706578157.706693,93000,1681.051513671875
1706578266.5229948,93500,398.5085144042969
1706578375.5315218,94000,5865.02197265625
1706578484.9770603,94500,2957.89111328125
1706578593.8896763,95000,3994.287841796875
1706578701.853663,95500,720.5322875976562
1706578810.2996323,96000,240.15045166015625
1706578918.046063,96500,2725.361572265625
1706579026.9536464,97000,6279.0009765625
1706579134.6300213,97500,2407.188720703125
1706579243.0725768,98000,2433.13330078125
1706579350.9149716,98500,6260.39111328125
1706579461.204121,99000,6701.16357421875
1706579570.9474206,99500,372.2958068847656
1706579681.4450665,100000,1629.7545166015625
