Wall time,Step,Value
1706558061.887399,0,5208.32666015625
1706558161.5859668,500,5206.64013671875
1706558262.0851536,1000,5311.46337890625
1706558361.0130227,1500,5493.04296875
1706558460.491339,2000,5747.51123046875
1706558559.506836,2500,6084.203125
1706558659.113157,3000,6247.4228515625
1706558758.3006663,3500,6083.748046875
1706558858.0062253,4000,5810.486328125
1706558956.5926304,4500,5725.58349609375
1706559058.2416182,5000,6184.92431640625
1706559157.7561104,5500,6377.765625
1706559257.9792228,6000,6091.3466796875
1706559357.0805416,6500,6408.83154296875
1706559458.0310369,7000,6385.837890625
1706559556.8808453,7500,6854.08837890625
1706559656.975417,8000,6873.42431640625
1706559756.2302907,8500,6949.048828125
1706559856.223888,9000,7020.443359375
1706559955.6228154,9500,6991.84326171875
1706560056.2346022,10000,7198.9609375
1706560156.3460245,10500,6924.76513671875
1706560256.7181454,11000,7130.1513671875
1706560355.5748785,11500,6980.40478515625
1706560455.2302446,12000,6963.4697265625
1706560554.0556026,12500,7024.99658203125
1706560653.5661116,13000,6857.26904296875
1706560754.744857,13500,7106.9375
1706560855.0204742,14000,6912.099609375
1706560955.3728864,14500,7160.501953125
1706561057.0831156,15000,7132.2158203125
1706561155.927571,15500,6852.9697265625
1706561257.5655534,16000,6477.68359375
1706561356.907292,16500,7062.74560546875
1706561457.2187696,17000,6743.65185546875
1706561555.9872012,17500,6878.22802734375
1706561655.8573382,18000,7072.08740234375
1706561754.5502748,18500,7057.95947265625
1706561854.682311,19000,6994.77685546875
1706561954.1714087,19500,7034.2666015625
1706562055.6040425,20000,6952.80078125
1706562154.315497,20500,7108.2431640625
1706562253.979449,21000,6634.63232421875
1706562352.6898508,21500,6867.06787109375
1706562454.574912,22000,7098.61376953125
1706562553.7342134,22500,6955.29541015625
1706562654.4046512,23000,6848.6904296875
1706562753.7503145,23500,7021.0107421875
1706562853.4746642,24000,7026.232421875
1706562952.0197048,24500,7003.52099609375
1706563053.6730225,25000,7042.68896484375
1706563152.6157496,25500,7020.1865234375
1706563252.574528,26000,7086.65869140625
1706563351.30864,26500,6983.76318359375
1706563450.7791412,27000,7112.8154296875
1706563550.1153708,27500,6929.22265625
1706563650.4536507,28000,6992.69287109375
1706563750.9680448,28500,6906.73046875
1706563852.6093402,29000,7043.3603515625
1706563951.8288515,29500,6998.51611328125
1706564052.3709407,30000,7036.6474609375
1706564152.9123707,30500,7064.98779296875
1706564254.6510625,31000,6936.17333984375
1706564353.5146923,31500,7003.00048828125
1706564453.7806554,32000,6858.59326171875
1706564553.6234903,32500,7078.89208984375
1706564655.5922806,33000,6965.37744140625
1706564756.0615113,33500,7096.00927734375
1706564856.8461637,34000,6947.54931640625
1706564956.9257882,34500,6831.60302734375
1706565057.710493,35000,6791.82470703125
1706565157.0493126,35500,6701.41162109375
1706565257.7613056,36000,7117.203125
1706565357.7854478,36500,6870.85791015625
1706565457.7035534,37000,6879.24267578125
1706565556.598257,37500,6965.53271484375
1706565656.2788508,38000,6806.04833984375
1706565757.7046783,38500,6746.84716796875
1706565859.5284154,39000,6867.3271484375
1706565958.7126071,39500,6653.771484375
1706566061.1729255,40000,6623.5224609375
1706566161.5695572,40500,6868.263671875
1706566261.5452623,41000,6656.65576171875
1706566360.2844684,41500,6474.96923828125
1706566460.2262957,42000,6776.634765625
1706566559.3129902,42500,6585.61328125
1706566659.1649423,43000,6766.52685546875
