Wall time,Step,Value
1706566759.4789503,43500,2000.2110595703125
1706566861.3824573,44000,6679.7919921875
1706566962.0804489,44500,240.1736602783203
1706567066.0446484,45000,6491.20751953125
1706567165.6558747,45500,6835.42333984375
1706567265.2321055,46000,6910.759765625
1706567364.7573426,46500,6629.638671875
1706567466.0248885,47000,6681.89599609375
1706567565.382835,47500,6254.23486328125
1706567665.557304,48000,6661.701171875
1706567764.6694856,48500,6724.7880859375
1706567867.564159,49000,6836.54833984375
1706567967.0634322,49500,6750.27880859375
1706568067.7152004,50000,6698.4384765625
1706568166.932009,50500,6998.52392578125
1706568268.7482598,51000,6973.1611328125
1706568370.016264,51500,6713.8056640625
1706568472.1238565,52000,6819.57861328125
1706568572.4325294,52500,6753.0146484375
1706568672.4928536,53000,6831.33984375
1706568771.5196419,53500,6592.1435546875
1706568871.792755,54000,7058.59423828125
1706568973.2640326,54500,6829.96923828125
1706569075.182693,55000,6780.96044921875
1706569175.340709,55500,6742.7568359375
1706569275.4715025,56000,6714.8486328125
1706569374.0656288,56500,6860.900390625
1706569474.7368271,57000,6840.73681640625
1706569574.9931016,57500,6435.1513671875
1706569675.344692,58000,6891.345703125
1706569774.3553813,58500,6747.2890625
1706569875.9604807,59000,6930.99658203125
1706569976.549236,59500,6780.6162109375
1706570078.1788166,60000,6723.3486328125
1706570178.8689709,60500,6583.39794921875
1706570280.523987,61000,6639.439453125
1706570380.5120797,61500,1042.276611328125
1706570482.338365,62000,6558.3935546875
1706570581.4774542,62500,6500.7978515625
1706570681.169806,63000,2444.92578125
1706570779.8283768,63500,6858.95361328125
1706570879.6892867,64000,6547.6064453125
1706570978.387279,64500,6734.26611328125
1706571078.454961,65000,6626.35595703125
1706571178.6819696,65500,6613.7265625
1706571279.848276,66000,6449.0576171875
1706571378.2655935,66500,6501.9736328125
1706571477.696864,67000,6261.5859375
1706571576.116742,67500,387.82855224609375
1706571675.6919508,68000,6437.630859375
1706571775.0356472,68500,6178.8232421875
1706571874.574833,69000,6581.16650390625
1706571973.1128926,69500,6322.5859375
1706572073.1276093,70000,1369.6160888671875
1706572173.708094,70500,6464.978515625
1706572275.5864217,71000,1171.1689453125
1706572375.3704214,71500,6648.9208984375
1706572474.7349696,72000,6522.62890625
1706572573.0899906,72500,6534.80712890625
1706572672.9650621,73000,6401.6142578125
1706572772.2887528,73500,6590.23974609375
1706572875.1666622,74000,6574.56103515625
1706572974.5443797,74500,6545.42333984375
1706573076.3657439,75000,6406.60205078125
1706573175.4422538,75500,435.10650634765625
1706573275.6937237,76000,6386.529296875
1706573376.371754,76500,6347.73193359375
1706573476.23659,77000,348.6299743652344
1706573577.0213478,77500,6543.90869140625
1706573679.618545,78000,6431.86767578125
1706573779.7036073,78500,6717.20361328125
1706573880.386113,79000,6498.3984375
1706573979.1995275,79500,6588.8369140625
1706574078.9506264,80000,6531.30615234375
1706574178.634065,80500,6450.21533203125
1706574278.4391348,81000,6331.98193359375
1706574376.908782,81500,6531.1083984375
1706574479.4791703,82000,5233.5634765625
1706574579.986314,82500,6390.73828125
1706574681.3120587,83000,4657.109375
1706574780.6092985,83500,6256.48583984375
1706574880.7978332,84000,471.0150146484375
1706574979.598269,84500,6330.47021484375
1706575079.569619,85000,6464.39453125
1706575180.0257783,85500,6325.20751953125
1706575281.2790828,86000,6484.833984375
1706575380.5414872,86500,6375.19287109375
1706575480.3640163,87000,4777.724609375
1706575579.0895686,87500,6343.56005859375
1706575680.1977496,88000,6307.10888671875
1706575779.097375,88500,69.5527572631836
1706575878.757444,89000,6409.0498046875
1706575977.8901858,89500,6326.47509765625
1706576078.7483032,90000,2970.433349609375
1706576178.8310199,90500,6397.20751953125
1706576278.996257,91000,6492.423828125
1706576379.0999913,91500,4739.7685546875
1706576478.6736588,92000,6556.947265625
1706576577.124362,92500,6243.2216796875
1706576677.7847319,93000,6196.7138671875
1706576776.4016085,93500,6481.59228515625
1706576876.333506,94000,3469.732177734375
1706576977.4873943,94500,2001.2587890625
1706577081.0212307,95000,6560.3037109375
1706577181.523485,95500,6224.3251953125
1706577281.9475923,96000,6387.65576171875
1706577380.6826715,96500,6250.33251953125
1706577480.4507406,97000,6579.1845703125
1706577580.2287152,97500,6430.48779296875
1706577680.0410964,98000,6242.34375
1706577780.3969693,98500,6516.71826171875
1706577880.9312153,99000,6333.8935546875
1706577979.5781698,99500,6341.55029296875
1706578079.3194635,100000,6278.36865234375
