Wall time,Step,Value
1706558116.169948,0,5118.6513671875
1706558216.1685297,500,5214.7001953125
1706558316.6736686,1000,5228.71435546875
1706558416.2162204,1500,5782.0546875
1706558516.8125908,2000,5648.556640625
1706558616.741625,2500,5923.130859375
1706558718.4126139,3000,6063.14892578125
1706558820.629579,3500,5766.30615234375
1706558922.855357,4000,6173.59130859375
1706559026.664748,4500,5980.77392578125
1706559132.7063146,5000,6241.1962890625
1706559237.1158183,5500,6179.96142578125
1706559343.025034,6000,6536.72412109375
1706559448.618169,6500,6515.95068359375
1706559554.9694648,7000,6550.03515625
1706559661.818145,7500,6422.1181640625
1706559769.9827428,8000,6200.2841796875
1706559877.8140934,8500,6553.193359375
1706559987.300286,9000,6734.4794921875
1706560095.0009263,9500,6610.8125
1706560202.8757043,10000,6699.0517578125
1706560310.9608276,10500,6503.3447265625
1706560418.842439,11000,6236.65625
1706560525.6639192,11500,6479.1953125
1706560633.1777709,12000,6746.5322265625
1706560739.7485547,12500,6730.1748046875
1706560847.777221,13000,6733.51416015625
1706560955.7377276,13500,7043.04052734375
1706561064.8233511,14000,6787.66259765625
1706561171.4842417,14500,6956.693359375
1706561280.7657623,15000,6952.861328125
1706561389.6364663,15500,6884.712890625
1706561497.781496,16000,7054.86865234375
1706561605.0795858,16500,6613.67919921875
1706561713.2784934,17000,6684.158203125
1706561820.52052,17500,7080.15966796875
1706561928.2330418,18000,7057.71728515625
1706562036.9262512,18500,6621.3974609375
1706562145.953272,19000,7069.42919921875
1706562253.2372272,19500,6925.36376953125
1706562361.6493201,20000,7057.58447265625
1706562469.238935,20500,6854.00537109375
1706562577.249546,21000,6636.779296875
1706562684.407837,21500,6738.853515625
1706562791.526179,22000,6915.37939453125
1706562897.706683,22500,7083.076171875
1706563006.0053883,23000,7167.96240234375
1706563113.7326295,23500,7247.4404296875
1706563222.9245043,24000,6988.9970703125
1706563330.0359414,24500,6917.4482421875
1706563439.1541467,25000,7259.91748046875
1706563546.2057426,25500,7141.3857421875
1706563654.350653,26000,6837.3251953125
1706563763.0251744,26500,6897.6337890625
1706563872.2387502,27000,7094.84912109375
1706563979.6539383,27500,7120.68115234375
1706564090.0372016,28000,7075.2880859375
1706564198.2393038,28500,7214.82666015625
1706564306.182293,29000,7344.15771484375
1706564413.312145,29500,7319.00048828125
1706564520.8139777,30000,6984.20458984375
1706564628.502747,30500,7213.55615234375
1706564737.1376445,31000,7110.693359375
1706564844.438115,31500,7254.11962890625
1706564953.0848594,32000,7254.75830078125
1706565059.6979363,32500,7318.4599609375
1706565167.0480208,33000,6922.6171875
1706565273.3670435,33500,6926.5146484375
1706565381.0858076,34000,7094.8603515625
1706565487.7547543,34500,7162.8974609375
1706565595.1573699,35000,7194.37158203125
1706565701.9073532,35500,7266.05029296875
1706565811.246988,36000,7116.52587890625
1706565918.975558,36500,7265.556640625
1706566027.8227098,37000,7366.78564453125
1706566135.4172473,37500,7240.11328125
1706566244.142745,38000,7269.1904296875
1706566351.2237413,38500,7303.90234375
1706566459.3143325,39000,7597.1484375
1706566566.309286,39500,7393.830078125
1706566674.2966523,40000,7419.9541015625
1706566782.1352582,40500,7347.54833984375
1706566890.5455675,41000,7349.73583984375
1706566998.045818,41500,7485.2275390625
1706567106.329187,42000,7424.62646484375
1706567212.6607654,42500,7537.7431640625
1706567319.8112357,43000,7417.1591796875
1706567428.091424,43500,7349.86083984375
1706567536.0178819,44000,7535.88427734375
1706567644.2906263,44500,7609.99853515625
1706567752.847416,45000,7079.9365234375
1706567860.407647,45500,7428.31640625
1706567968.3615766,46000,7407.33544921875
1706568074.8866484,46500,7552.51123046875
1706568183.563096,47000,7476.9736328125
1706568292.1900604,47500,7613.6494140625
1706568400.6628978,48000,7662.64208984375
1706568508.8412807,48500,7811.5224609375
1706568617.0726697,49000,7404.77880859375
1706568724.8515599,49500,7368.18603515625
1706568833.017465,50000,7696.27978515625
1706568941.621277,50500,7497.03955078125
1706569051.9920728,51000,7600.31884765625
1706569161.2276018,51500,7700.796875
1706569268.8273995,52000,7172.61328125
1706569375.2432685,52500,7584.10400390625
1706569484.6029584,53000,7543.4677734375
1706569592.9256487,53500,7590.78759765625
1706569701.0536656,54000,7648.54931640625
1706569809.5779328,54500,7630.43115234375
1706569919.2168727,55000,7662.31005859375
1706570027.0593143,55500,7397.51123046875
1706570136.6760018,56000,7703.75439453125
1706570244.3253005,56500,7696.4189453125
1706570353.0576258,57000,7612.0615234375
1706570462.874195,57500,7592.34912109375
1706570570.3840427,58000,7614.3017578125
1706570676.9963644,58500,7584.6171875
1706570784.4852424,59000,7638.65185546875
1706570891.5828197,59500,7616.27685546875
1706570999.93235,60000,7674.91796875
1706571108.5938458,60500,7721.75390625
1706571218.3532057,61000,7611.57080078125
1706571326.480691,61500,7622.3212890625
1706571434.9085996,62000,7597.64892578125
1706571542.7834044,62500,7736.98388671875
1706571650.425745,63000,7470.0849609375
1706571759.853809,63500,7572.88037109375
1706571868.5171642,64000,7654.61572265625
1706571975.8129776,64500,7621.1357421875
1706572084.1374207,65000,7618.8818359375
1706572193.3551705,65500,7711.77099609375
1706572301.599324,66000,7531.248046875
1706572409.6315365,66500,7711.55908203125
1706572518.4900017,67000,7572.10986328125
1706572625.951619,67500,7729.5322265625
1706572734.2903447,68000,7712.09521484375
1706572845.8166184,68500,7536.54296875
1706572954.3759463,69000,7774.4482421875
1706573062.2756412,69500,7779.23193359375
1706573170.4144437,70000,7812.89453125
1706573277.31073,70500,7671.3095703125
1706573388.1570797,71000,7731.1953125
1706573496.2112253,71500,7888.48046875
1706573605.1354463,72000,7724.02099609375
1706573713.1797757,72500,7856.31201171875
1706573822.1604447,73000,7882.84716796875
1706573929.5280097,73500,7691.3818359375
1706574037.388952,74000,7808.51953125
1706574145.1668346,74500,7798.6337890625
1706574254.0096118,75000,7753.916015625
1706574361.4869554,75500,7796.64794921875
1706574471.446936,76000,7614.0966796875
1706574580.18343,76500,7683.43212890625
1706574689.7785418,77000,7705.40087890625
1706574796.9203331,77500,7679.935546875
1706574905.4373555,78000,7930.9326171875
1706575012.8408854,78500,7778.01318359375
1706575123.7950764,79000,7648.720703125
1706575233.123064,79500,7792.93994140625
1706575342.3144994,80000,7749.35791015625
1706575449.5570602,80500,7906.744140625
1706575557.6290874,81000,7818.75927734375
1706575666.4260707,81500,7815.23974609375
1706575775.2523165,82000,7873.25048828125
1706575882.2858899,82500,7951.609375
1706575990.8089929,83000,7743.06689453125
1706576100.2819958,83500,7940.224609375
1706576208.4282422,84000,7961.736328125
1706576317.0077107,84500,7859.03466796875
1706576424.814634,85000,7832.60986328125
1706576531.6228626,85500,8111.8916015625
1706576640.7533016,86000,8103.6533203125
1706576748.5860033,86500,8051.87890625
1706576856.6806843,87000,7959.85791015625
1706576965.078703,87500,8031.4931640625
1706577073.8917005,88000,8007.701171875
1706577180.917212,88500,7966.78369140625
1706577289.9259658,89000,8045.34423828125
1706577397.3678904,89500,8052.05029296875
1706577505.5891943,90000,8056.5693359375
1706577612.7687402,90500,8084.79052734375
1706577721.0440028,91000,7818.421875
1706577829.490656,91500,7998.91650390625
1706577940.4058616,92000,7935.96533203125
1706578049.648195,92500,7988.16015625
1706578158.3635356,93000,8035.69580078125
1706578266.0509827,93500,7908.2197265625
1706578376.6418197,94000,7982.44189453125
1706578486.5390675,94500,8105.025390625
1706578596.1379504,95000,8036.734375
1706578703.5355942,95500,8052.59765625
1706578813.044092,96000,8188.57666015625
1706578919.434689,96500,8028.97705078125
1706579028.056411,97000,8142.2744140625
1706579140.0624208,97500,8089.01171875
1706579247.2661905,98000,8113.291015625
1706579354.4228194,98500,8129.22705078125
1706579464.0516472,99000,8072.39404296875
1706579573.3128781,99500,8157.169921875
1706579683.7264209,100000,8263.9384765625
